query_index,query,level_no,parent_level,node_type,parallel_aware,startup_cost (ms),total_cost (ms),plan_rows,plan_width,actual_startup_time (ms),actual_total_time (ms),input_cardinality (rows),output_cardinality (rows),base_cardinality (rows),loop
118,"-- Query 2: Change p_type condition to LIKE
SELECT
    p_brand,
    p_type,
    p_size,
    COUNT(DISTINCT ps_suppkey) AS supplier_cnt
FROM
    partsupp,
    part
WHERE
    p_partkey = ps_partkey
    AND p_brand <> 'Brand#34'
    AND p_type LIKE 'TYPE%' -- Changed to LIKE condition
    AND p_size IN (1, 2, 3, 4, 5, 6, 7, 8)
    AND ps_suppkey NOT IN (
        SELECT
            s_suppkey
        FROM
            supplier
        WHERE
            s_comment LIKE '%Customer%Complaints%'
    )
GROUP BY
    p_brand,
    p_type,
    p_size
ORDER BY
    supplier_cnt DESC,
    p_brand,
    p_type,
    p_size",5.1,4.1,Nested Loop,False,348.43,6565.19,2,40,7.379,7.38,0,0,1000000,3
118,"-- Query 2: Change p_type condition to LIKE
SELECT
    p_brand,
    p_type,
    p_size,
    COUNT(DISTINCT ps_suppkey) AS supplier_cnt
FROM
    partsupp,
    part
WHERE
    p_partkey = ps_partkey
    AND p_brand <> 'Brand#34'
    AND p_type LIKE 'TYPE%' -- Changed to LIKE condition
    AND p_size IN (1, 2, 3, 4, 5, 6, 7, 8)
    AND ps_suppkey NOT IN (
        SELECT
            s_suppkey
        FROM
            supplier
        WHERE
            s_comment LIKE '%Customer%Complaints%'
    )
GROUP BY
    p_brand,
    p_type,
    p_size
ORDER BY
    supplier_cnt DESC,
    p_brand,
    p_type,
    p_size",6.1,5.1,Seq Scan,True,0.0,6211.33,1,40,7.379,7.379,200000,0,1000000,3
118,"-- Query 2: Change p_type condition to LIKE
SELECT
    p_brand,
    p_type,
    p_size,
    COUNT(DISTINCT ps_suppkey) AS supplier_cnt
FROM
    partsupp,
    part
WHERE
    p_partkey = ps_partkey
    AND p_brand <> 'Brand#34'
    AND p_type LIKE 'TYPE%' -- Changed to LIKE condition
    AND p_size IN (1, 2, 3, 4, 5, 6, 7, 8)
    AND ps_suppkey NOT IN (
        SELECT
            s_suppkey
        FROM
            supplier
        WHERE
            s_comment LIKE '%Customer%Complaints%'
    )
GROUP BY
    p_brand,
    p_type,
    p_size
ORDER BY
    supplier_cnt DESC,
    p_brand,
    p_type,
    p_size",6.2,5.1,Index Only Scan,False,348.43,353.84,2,8,0.0,0.0,0,0,1000000,0
118,"-- Query 2: Change p_type condition to LIKE
SELECT
    p_brand,
    p_type,
    p_size,
    COUNT(DISTINCT ps_suppkey) AS supplier_cnt
FROM
    partsupp,
    part
WHERE
    p_partkey = ps_partkey
    AND p_brand <> 'Brand#34'
    AND p_type LIKE 'TYPE%' -- Changed to LIKE condition
    AND p_size IN (1, 2, 3, 4, 5, 6, 7, 8)
    AND ps_suppkey NOT IN (
        SELECT
            s_suppkey
        FROM
            supplier
        WHERE
            s_comment LIKE '%Customer%Complaints%'
    )
GROUP BY
    p_brand,
    p_type,
    p_size
ORDER BY
    supplier_cnt DESC,
    p_brand,
    p_type,
    p_size",7.1,6.2,Seq Scan,False,0.0,348.0,1,4,0.0,0.0,10000,0,1000000,0
119,"-- Query 3: Add an additional size in p_size condition
SELECT
    p_brand,
    p_type,
    p_size,
    COUNT(DISTINCT ps_suppkey) AS supplier_cnt
FROM
    partsupp,
    part
WHERE
    p_partkey = ps_partkey
    AND p_brand <> 'Brand#34'
    AND p_type NOT LIKE 'TYPE%'
    AND p_size IN (1, 2, 3, 4, 5, 6, 7, 8, 9) -- Added additional size
    AND ps_suppkey NOT IN (
        SELECT
            s_suppkey
        FROM
            supplier
        WHERE
            s_comment LIKE '%Customer%Complaints%'
    )
GROUP BY
    p_brand,
    p_type,
    p_size
ORDER BY
    supplier_cnt DESC,
    p_brand,
    p_type,
    p_size",1.1,-1,Sort,False,36773.24,36815.85,17042,44,228.993,230.046,21374,21374,1000000,1
119,"-- Query 3: Add an additional size in p_size condition
SELECT
    p_brand,
    p_type,
    p_size,
    COUNT(DISTINCT ps_suppkey) AS supplier_cnt
FROM
    partsupp,
    part
WHERE
    p_partkey = ps_partkey
    AND p_brand <> 'Brand#34'
    AND p_type NOT LIKE 'TYPE%'
    AND p_size IN (1, 2, 3, 4, 5, 6, 7, 8, 9) -- Added additional size
    AND ps_suppkey NOT IN (
        SELECT
            s_suppkey
        FROM
            supplier
        WHERE
            s_comment LIKE '%Customer%Complaints%'
    )
GROUP BY
    p_brand,
    p_type,
    p_size
ORDER BY
    supplier_cnt DESC,
    p_brand,
    p_type,
    p_size",2.1,1.1,Aggregate,False,26928.63,35575.46,17042,44,148.093,194.071,139367,21374,1000000,1
119,"-- Query 3: Add an additional size in p_size condition
SELECT
    p_brand,
    p_type,
    p_size,
    COUNT(DISTINCT ps_suppkey) AS supplier_cnt
FROM
    partsupp,
    part
WHERE
    p_partkey = ps_partkey
    AND p_brand <> 'Brand#34'
    AND p_type NOT LIKE 'TYPE%'
    AND p_size IN (1, 2, 3, 4, 5, 6, 7, 8, 9) -- Added additional size
    AND ps_suppkey NOT IN (
        SELECT
            s_suppkey
        FROM
            supplier
        WHERE
            s_comment LIKE '%Customer%Complaints%'
    )
GROUP BY
    p_brand,
    p_type,
    p_size
ORDER BY
    supplier_cnt DESC,
    p_brand,
    p_type,
    p_size",3.1,2.1,Gather Merge,False,26928.63,34734.79,67025,40,148.084,179.494,46456,139367,1000000,1
119,"-- Query 3: Add an additional size in p_size condition
SELECT
    p_brand,
    p_type,
    p_size,
    COUNT(DISTINCT ps_suppkey) AS supplier_cnt
FROM
    partsupp,
    part
WHERE
    p_partkey = ps_partkey
    AND p_brand <> 'Brand#34'
    AND p_type NOT LIKE 'TYPE%'
    AND p_size IN (1, 2, 3, 4, 5, 6, 7, 8, 9) -- Added additional size
    AND ps_suppkey NOT IN (
        SELECT
            s_suppkey
        FROM
            supplier
        WHERE
            s_comment LIKE '%Customer%Complaints%'
    )
GROUP BY
    p_brand,
    p_type,
    p_size
ORDER BY
    supplier_cnt DESC,
    p_brand,
    p_type,
    p_size",4.1,3.1,Sort,False,25928.6,25998.42,27927,40,140.138,145.279,46456,46456,1000000,3
119,"-- Query 3: Add an additional size in p_size condition
SELECT
    p_brand,
    p_type,
    p_size,
    COUNT(DISTINCT ps_suppkey) AS supplier_cnt
FROM
    partsupp,
    part
WHERE
    p_partkey = ps_partkey
    AND p_brand <> 'Brand#34'
    AND p_type NOT LIKE 'TYPE%'
    AND p_size IN (1, 2, 3, 4, 5, 6, 7, 8, 9) -- Added additional size
    AND ps_suppkey NOT IN (
        SELECT
            s_suppkey
        FROM
            supplier
        WHERE
            s_comment LIKE '%Customer%Complaints%'
    )
GROUP BY
    p_brand,
    p_type,
    p_size
ORDER BY
    supplier_cnt DESC,
    p_brand,
    p_type,
    p_size",5.1,4.1,Hash Join,True,6324.33,23866.28,27927,40,13.171,61.395,278179,46456,1000000,3
119,"-- Query 3: Add an additional size in p_size condition
SELECT
    p_brand,
    p_type,
    p_size,
    COUNT(DISTINCT ps_suppkey) AS supplier_cnt
FROM
    partsupp,
    part
WHERE
    p_partkey = ps_partkey
    AND p_brand <> 'Brand#34'
    AND p_type NOT LIKE 'TYPE%'
    AND p_size IN (1, 2, 3, 4, 5, 6, 7, 8, 9) -- Added additional size
    AND ps_suppkey NOT IN (
        SELECT
            s_suppkey
        FROM
            supplier
        WHERE
            s_comment LIKE '%Customer%Complaints%'
    )
GROUP BY
    p_brand,
    p_type,
    p_size
ORDER BY
    supplier_cnt DESC,
    p_brand,
    p_type,
    p_size",6.1,5.1,Index Only Scan,True,348.43,17452.87,166667,8,1.399,31.837,4,266560,1000000,3
119,"-- Query 3: Add an additional size in p_size condition
SELECT
    p_brand,
    p_type,
    p_size,
    COUNT(DISTINCT ps_suppkey) AS supplier_cnt
FROM
    partsupp,
    part
WHERE
    p_partkey = ps_partkey
    AND p_brand <> 'Brand#34'
    AND p_type NOT LIKE 'TYPE%'
    AND p_size IN (1, 2, 3, 4, 5, 6, 7, 8, 9) -- Added additional size
    AND ps_suppkey NOT IN (
        SELECT
            s_suppkey
        FROM
            supplier
        WHERE
            s_comment LIKE '%Customer%Complaints%'
    )
GROUP BY
    p_brand,
    p_type,
    p_size
ORDER BY
    supplier_cnt DESC,
    p_brand,
    p_type,
    p_size",7.1,6.1,Seq Scan,False,0.0,348.0,1,4,0.054,1.373,10000,4,1000000,3
119,"-- Query 3: Add an additional size in p_size condition
SELECT
    p_brand,
    p_type,
    p_size,
    COUNT(DISTINCT ps_suppkey) AS supplier_cnt
FROM
    partsupp,
    part
WHERE
    p_partkey = ps_partkey
    AND p_brand <> 'Brand#34'
    AND p_type NOT LIKE 'TYPE%'
    AND p_size IN (1, 2, 3, 4, 5, 6, 7, 8, 9) -- Added additional size
    AND ps_suppkey NOT IN (
        SELECT
            s_suppkey
        FROM
            supplier
        WHERE
            s_comment LIKE '%Customer%Complaints%'
    )
GROUP BY
    p_brand,
    p_type,
    p_size
ORDER BY
    supplier_cnt DESC,
    p_brand,
    p_type,
    p_size",6.2,5.1,Hash,True,5794.69,5794.69,14497,40,11.657,11.658,11619,11619,1000000,3
119,"-- Query 3: Add an additional size in p_size condition
SELECT
    p_brand,
    p_type,
    p_size,
    COUNT(DISTINCT ps_suppkey) AS supplier_cnt
FROM
    partsupp,
    part
WHERE
    p_partkey = ps_partkey
    AND p_brand <> 'Brand#34'
    AND p_type NOT LIKE 'TYPE%'
    AND p_size IN (1, 2, 3, 4, 5, 6, 7, 8, 9) -- Added additional size
    AND ps_suppkey NOT IN (
        SELECT
            s_suppkey
        FROM
            supplier
        WHERE
            s_comment LIKE '%Customer%Complaints%'
    )
GROUP BY
    p_brand,
    p_type,
    p_size
ORDER BY
    supplier_cnt DESC,
    p_brand,
    p_type,
    p_size",7.1,6.2,Seq Scan,True,0.02,5794.69,14497,40,0.014,9.18,200000,11619,1000000,3
120,"-- Query 4: Change the NOT IN subquery condition
SELECT
    p_brand,
    p_type,
    p_size,
    COUNT(DISTINCT ps_suppkey) AS supplier_cnt
FROM
    partsupp,
    part
WHERE
    p_partkey = ps_partkey
    AND p_brand <> 'Brand#34'
    AND p_type NOT LIKE 'TYPE%'
    AND p_size IN (1, 2, 3, 4, 5, 6, 7, 8)
    AND ps_suppkey IN ( -- Changed to IN condition
        SELECT
            s_suppkey
        FROM
            supplier
        WHERE
            s_comment NOT LIKE '%Customer%Complaints%' -- Changed to NOT LIKE condition
    )
GROUP BY
    p_brand,
    p_type,
    p_size
ORDER BY
    supplier_cnt DESC,
    p_brand,
    p_type,
    p_size",1.1,-1,Sort,False,38601.5,38642.16,16264,44,188.46,189.049,18980,18980,1000000,1
120,"-- Query 4: Change the NOT IN subquery condition
SELECT
    p_brand,
    p_type,
    p_size,
    COUNT(DISTINCT ps_suppkey) AS supplier_cnt
FROM
    partsupp,
    part
WHERE
    p_partkey = ps_partkey
    AND p_brand <> 'Brand#34'
    AND p_type NOT LIKE 'TYPE%'
    AND p_size IN (1, 2, 3, 4, 5, 6, 7, 8)
    AND ps_suppkey IN ( -- Changed to IN condition
        SELECT
            s_suppkey
        FROM
            supplier
        WHERE
            s_comment NOT LIKE '%Customer%Complaints%' -- Changed to NOT LIKE condition
    )
GROUP BY
    p_brand,
    p_type,
    p_size
ORDER BY
    supplier_cnt DESC,
    p_brand,
    p_type,
    p_size",2.1,1.1,Aggregate,False,22304.22,37463.88,16264,44,116.815,157.153,123807,18980,1000000,1
120,"-- Query 4: Change the NOT IN subquery condition
SELECT
    p_brand,
    p_type,
    p_size,
    COUNT(DISTINCT ps_suppkey) AS supplier_cnt
FROM
    partsupp,
    part
WHERE
    p_partkey = ps_partkey
    AND p_brand <> 'Brand#34'
    AND p_type NOT LIKE 'TYPE%'
    AND p_size IN (1, 2, 3, 4, 5, 6, 7, 8)
    AND ps_suppkey IN ( -- Changed to IN condition
        SELECT
            s_suppkey
        FROM
            supplier
        WHERE
            s_comment NOT LIKE '%Customer%Complaints%' -- Changed to NOT LIKE condition
    )
GROUP BY
    p_brand,
    p_type,
    p_size
ORDER BY
    supplier_cnt DESC,
    p_brand,
    p_type,
    p_size",3.1,2.1,Gather Merge,False,22304.22,36115.39,118585,40,116.807,144.06,41269,123807,1000000,1
120,"-- Query 4: Change the NOT IN subquery condition
SELECT
    p_brand,
    p_type,
    p_size,
    COUNT(DISTINCT ps_suppkey) AS supplier_cnt
FROM
    partsupp,
    part
WHERE
    p_partkey = ps_partkey
    AND p_brand <> 'Brand#34'
    AND p_type NOT LIKE 'TYPE%'
    AND p_size IN (1, 2, 3, 4, 5, 6, 7, 8)
    AND ps_suppkey IN ( -- Changed to IN condition
        SELECT
            s_suppkey
        FROM
            supplier
        WHERE
            s_comment NOT LIKE '%Customer%Complaints%' -- Changed to NOT LIKE condition
    )
GROUP BY
    p_brand,
    p_type,
    p_size
ORDER BY
    supplier_cnt DESC,
    p_brand,
    p_type,
    p_size",4.1,3.1,Sort,False,21304.19,21427.72,49410,40,105.417,107.734,41269,41269,1000000,3
120,"-- Query 4: Change the NOT IN subquery condition
SELECT
    p_brand,
    p_type,
    p_size,
    COUNT(DISTINCT ps_suppkey) AS supplier_cnt
FROM
    partsupp,
    part
WHERE
    p_partkey = ps_partkey
    AND p_brand <> 'Brand#34'
    AND p_type NOT LIKE 'TYPE%'
    AND p_size IN (1, 2, 3, 4, 5, 6, 7, 8)
    AND ps_suppkey IN ( -- Changed to IN condition
        SELECT
            s_suppkey
        FROM
            supplier
        WHERE
            s_comment NOT LIKE '%Customer%Complaints%' -- Changed to NOT LIKE condition
    )
GROUP BY
    p_brand,
    p_type,
    p_size
ORDER BY
    supplier_cnt DESC,
    p_brand,
    p_type,
    p_size",5.1,4.1,Hash Join,False,473.41,17452.06,49410,40,2.831,35.934,51283,41269,1000000,3
120,"-- Query 4: Change the NOT IN subquery condition
SELECT
    p_brand,
    p_type,
    p_size,
    COUNT(DISTINCT ps_suppkey) AS supplier_cnt
FROM
    partsupp,
    part
WHERE
    p_partkey = ps_partkey
    AND p_brand <> 'Brand#34'
    AND p_type NOT LIKE 'TYPE%'
    AND p_size IN (1, 2, 3, 4, 5, 6, 7, 8)
    AND ps_suppkey IN ( -- Changed to IN condition
        SELECT
            s_suppkey
        FROM
            supplier
        WHERE
            s_comment NOT LIKE '%Customer%Complaints%' -- Changed to NOT LIKE condition
    )
GROUP BY
    p_brand,
    p_type,
    p_size
ORDER BY
    supplier_cnt DESC,
    p_brand,
    p_type,
    p_size",6.1,5.1,Nested Loop,False,0.42,16848.85,49588,40,0.058,27.925,10326,41287,1000000,3
120,"-- Query 4: Change the NOT IN subquery condition
SELECT
    p_brand,
    p_type,
    p_size,
    COUNT(DISTINCT ps_suppkey) AS supplier_cnt
FROM
    partsupp,
    part
WHERE
    p_partkey = ps_partkey
    AND p_brand <> 'Brand#34'
    AND p_type NOT LIKE 'TYPE%'
    AND p_size IN (1, 2, 3, 4, 5, 6, 7, 8)
    AND ps_suppkey IN ( -- Changed to IN condition
        SELECT
            s_suppkey
        FROM
            supplier
        WHERE
            s_comment NOT LIKE '%Customer%Complaints%' -- Changed to NOT LIKE condition
    )
GROUP BY
    p_brand,
    p_type,
    p_size
ORDER BY
    supplier_cnt DESC,
    p_brand,
    p_type,
    p_size",7.1,6.1,Seq Scan,True,0.0,6211.33,12870,40,0.019,10.699,200000,10322,1000000,3
120,"-- Query 4: Change the NOT IN subquery condition
SELECT
    p_brand,
    p_type,
    p_size,
    COUNT(DISTINCT ps_suppkey) AS supplier_cnt
FROM
    partsupp,
    part
WHERE
    p_partkey = ps_partkey
    AND p_brand <> 'Brand#34'
    AND p_type NOT LIKE 'TYPE%'
    AND p_size IN (1, 2, 3, 4, 5, 6, 7, 8)
    AND ps_suppkey IN ( -- Changed to IN condition
        SELECT
            s_suppkey
        FROM
            supplier
        WHERE
            s_comment NOT LIKE '%Customer%Complaints%' -- Changed to NOT LIKE condition
    )
GROUP BY
    p_brand,
    p_type,
    p_size
ORDER BY
    supplier_cnt DESC,
    p_brand,
    p_type,
    p_size",7.2,6.1,Index Only Scan,False,0.42,0.79,4,8,0.001,0.001,800000,4,1000000,30965
120,"-- Query 4: Change the NOT IN subquery condition
SELECT
    p_brand,
    p_type,
    p_size,
    COUNT(DISTINCT ps_suppkey) AS supplier_cnt
FROM
    partsupp,
    part
WHERE
    p_partkey = ps_partkey
    AND p_brand <> 'Brand#34'
    AND p_type NOT LIKE 'TYPE%'
    AND p_size IN (1, 2, 3, 4, 5, 6, 7, 8)
    AND ps_suppkey IN ( -- Changed to IN condition
        SELECT
            s_suppkey
        FROM
            supplier
        WHERE
            s_comment NOT LIKE '%Customer%Complaints%' -- Changed to NOT LIKE condition
    )
GROUP BY
    p_brand,
    p_type,
    p_size
ORDER BY
    supplier_cnt DESC,
    p_brand,
    p_type,
    p_size",6.2,5.1,Hash,False,348.0,348.0,9999,4,2.692,2.693,9996,9996,1000000,3
120,"-- Query 4: Change the NOT IN subquery condition
SELECT
    p_brand,
    p_type,
    p_size,
    COUNT(DISTINCT ps_suppkey) AS supplier_cnt
FROM
    partsupp,
    part
WHERE
    p_partkey = ps_partkey
    AND p_brand <> 'Brand#34'
    AND p_type NOT LIKE 'TYPE%'
    AND p_size IN (1, 2, 3, 4, 5, 6, 7, 8)
    AND ps_suppkey IN ( -- Changed to IN condition
        SELECT
            s_suppkey
        FROM
            supplier
        WHERE
            s_comment NOT LIKE '%Customer%Complaints%' -- Changed to NOT LIKE condition
    )
GROUP BY
    p_brand,
    p_type,
    p_size
ORDER BY
    supplier_cnt DESC,
    p_brand,
    p_type,
    p_size",7.1,6.2,Seq Scan,False,0.0,348.0,9999,4,0.007,1.896,10000,9996,1000000,3
121,"-- Query 5: Remove p_size condition
SELECT
    p_brand,
    p_type,
    p_size,
    COUNT(DISTINCT ps_suppkey) AS supplier_cnt
FROM
    partsupp,
    part
WHERE
    p_partkey = ps_partkey
    AND p_brand <> 'Brand#34'
    AND p_type NOT LIKE 'TYPE%'
    -- Removed p_size condition
    AND ps_suppkey NOT IN (
        SELECT
            s_suppkey
        FROM
            supplier
        WHERE
            s_comment LIKE '%Customer%Complaints%'
    )
GROUP BY
    p_brand,
    p_type,
    p_size
ORDER BY
    supplier_cnt DESC,
    p_brand,
    p_type,
    p_size",1.1,-1,Sort,False,89358.01,89408.01,20000,44,2070.378,2089.379,118158,118158,1000000,1
121,"-- Query 5: Remove p_size condition
SELECT
    p_brand,
    p_type,
    p_size,
    COUNT(DISTINCT ps_suppkey) AS supplier_cnt
FROM
    partsupp,
    part
WHERE
    p_partkey = ps_partkey
    AND p_brand <> 'Brand#34'
    AND p_type NOT LIKE 'TYPE%'
    -- Removed p_size condition
    AND ps_suppkey NOT IN (
        SELECT
            s_suppkey
        FROM
            supplier
        WHERE
            s_comment LIKE '%Customer%Complaints%'
    )
GROUP BY
    p_brand,
    p_type,
    p_size
ORDER BY
    supplier_cnt DESC,
    p_brand,
    p_type,
    p_size",2.1,1.1,Aggregate,False,83107.35,87929.24,20000,44,1689.94,1892.578,767637,118158,1000000,1
121,"-- Query 5: Remove p_size condition
SELECT
    p_brand,
    p_type,
    p_size,
    COUNT(DISTINCT ps_suppkey) AS supplier_cnt
FROM
    partsupp,
    part
WHERE
    p_partkey = ps_partkey
    AND p_brand <> 'Brand#34'
    AND p_type NOT LIKE 'TYPE%'
    -- Removed p_size condition
    AND ps_suppkey NOT IN (
        SELECT
            s_suppkey
        FROM
            supplier
        WHERE
            s_comment LIKE '%Customer%Complaints%'
    )
GROUP BY
    p_brand,
    p_type,
    p_size
ORDER BY
    supplier_cnt DESC,
    p_brand,
    p_type,
    p_size",3.1,2.1,Sort,False,83107.35,84031.73,369751,40,1689.929,1796.126,767637,767637,1000000,1
121,"-- Query 5: Remove p_size condition
SELECT
    p_brand,
    p_type,
    p_size,
    COUNT(DISTINCT ps_suppkey) AS supplier_cnt
FROM
    partsupp,
    part
WHERE
    p_partkey = ps_partkey
    AND p_brand <> 'Brand#34'
    AND p_type NOT LIKE 'TYPE%'
    -- Removed p_size condition
    AND ps_suppkey NOT IN (
        SELECT
            s_suppkey
        FROM
            supplier
        WHERE
            s_comment LIKE '%Customer%Complaints%'
    )
GROUP BY
    p_brand,
    p_type,
    p_size
ORDER BY
    supplier_cnt DESC,
    p_brand,
    p_type,
    p_size",4.1,3.1,Merge Join,False,349.19,38800.92,369751,40,1.431,209.758,991666,767637,1000000,1
121,"-- Query 5: Remove p_size condition
SELECT
    p_brand,
    p_type,
    p_size,
    COUNT(DISTINCT ps_suppkey) AS supplier_cnt
FROM
    partsupp,
    part
WHERE
    p_partkey = ps_partkey
    AND p_brand <> 'Brand#34'
    AND p_type NOT LIKE 'TYPE%'
    -- Removed p_size condition
    AND ps_suppkey NOT IN (
        SELECT
            s_suppkey
        FROM
            supplier
        WHERE
            s_comment LIKE '%Customer%Complaints%'
    )
GROUP BY
    p_brand,
    p_type,
    p_size
ORDER BY
    supplier_cnt DESC,
    p_brand,
    p_type,
    p_size",5.1,4.1,Index Only Scan,False,348.43,23286.2,400000,8,1.419,91.848,4,799680,1000000,1
121,"-- Query 5: Remove p_size condition
SELECT
    p_brand,
    p_type,
    p_size,
    COUNT(DISTINCT ps_suppkey) AS supplier_cnt
FROM
    partsupp,
    part
WHERE
    p_partkey = ps_partkey
    AND p_brand <> 'Brand#34'
    AND p_type NOT LIKE 'TYPE%'
    -- Removed p_size condition
    AND ps_suppkey NOT IN (
        SELECT
            s_suppkey
        FROM
            supplier
        WHERE
            s_comment LIKE '%Customer%Complaints%'
    )
GROUP BY
    p_brand,
    p_type,
    p_size
ORDER BY
    supplier_cnt DESC,
    p_brand,
    p_type,
    p_size",6.1,5.1,Seq Scan,False,0.0,348.0,1,4,0.056,1.406,10000,4,1000000,1
121,"-- Query 5: Remove p_size condition
SELECT
    p_brand,
    p_type,
    p_size,
    COUNT(DISTINCT ps_suppkey) AS supplier_cnt
FROM
    partsupp,
    part
WHERE
    p_partkey = ps_partkey
    AND p_brand <> 'Brand#34'
    AND p_type NOT LIKE 'TYPE%'
    -- Removed p_size condition
    AND ps_suppkey NOT IN (
        SELECT
            s_suppkey
        FROM
            supplier
        WHERE
            s_comment LIKE '%Customer%Complaints%'
    )
GROUP BY
    p_brand,
    p_type,
    p_size
ORDER BY
    supplier_cnt DESC,
    p_brand,
    p_type,
    p_size",5.2,4.1,Index Scan,False,0.42,10337.61,191935,40,0.01,42.369,200000,191986,1000000,1
122,"-- Query 6: Change the ORDER BY to p_type DESC
SELECT
    p_brand,
    p_type,
    p_size,
    COUNT(DISTINCT ps_suppkey) AS supplier_cnt
FROM
    partsupp,
    part
WHERE
    p_partkey = ps_partkey
    AND p_brand <> 'Brand#34'
    AND p_type NOT LIKE 'TYPE%'
    AND p_size IN (1, 2, 3, 4, 5, 6, 7, 8)
    AND ps_suppkey NOT IN (
        SELECT
            s_suppkey
        FROM
            supplier
        WHERE
            s_comment LIKE '%Customer%Complaints%'
    )
GROUP BY
    p_brand,
    p_type,
    p_size
ORDER BY
    p_type DESC, -- Changed ORDER BY to p_type DESC
    supplier_cnt DESC,
    p_brand,
    p_size",1.1,-1,Sort,False,35898.06,35938.72,16264,44,202.326,203.149,18980,18980,1000000,1
122,"-- Query 6: Change the ORDER BY to p_type DESC
SELECT
    p_brand,
    p_type,
    p_size,
    COUNT(DISTINCT ps_suppkey) AS supplier_cnt
FROM
    partsupp,
    part
WHERE
    p_partkey = ps_partkey
    AND p_brand <> 'Brand#34'
    AND p_type NOT LIKE 'TYPE%'
    AND p_size IN (1, 2, 3, 4, 5, 6, 7, 8)
    AND ps_suppkey NOT IN (
        SELECT
            s_suppkey
        FROM
            supplier
        WHERE
            s_comment LIKE '%Customer%Complaints%'
    )
GROUP BY
    p_brand,
    p_type,
    p_size
ORDER BY
    p_type DESC, -- Changed ORDER BY to p_type DESC
    supplier_cnt DESC,
    p_brand,
    p_size",2.1,1.1,Aggregate,False,27072.29,34760.44,16264,44,136.844,174.845,123807,18980,1000000,1
122,"-- Query 6: Change the ORDER BY to p_type DESC
SELECT
    p_brand,
    p_type,
    p_size,
    COUNT(DISTINCT ps_suppkey) AS supplier_cnt
FROM
    partsupp,
    part
WHERE
    p_partkey = ps_partkey
    AND p_brand <> 'Brand#34'
    AND p_type NOT LIKE 'TYPE%'
    AND p_size IN (1, 2, 3, 4, 5, 6, 7, 8)
    AND ps_suppkey NOT IN (
        SELECT
            s_suppkey
        FROM
            supplier
        WHERE
            s_comment LIKE '%Customer%Complaints%'
    )
GROUP BY
    p_brand,
    p_type,
    p_size
ORDER BY
    p_type DESC, -- Changed ORDER BY to p_type DESC
    supplier_cnt DESC,
    p_brand,
    p_size",3.1,2.1,Gather Merge,False,27072.29,34002.74,59506,40,136.831,161.821,41269,123807,1000000,1
122,"-- Query 6: Change the ORDER BY to p_type DESC
SELECT
    p_brand,
    p_type,
    p_size,
    COUNT(DISTINCT ps_suppkey) AS supplier_cnt
FROM
    partsupp,
    part
WHERE
    p_partkey = ps_partkey
    AND p_brand <> 'Brand#34'
    AND p_type NOT LIKE 'TYPE%'
    AND p_size IN (1, 2, 3, 4, 5, 6, 7, 8)
    AND ps_suppkey NOT IN (
        SELECT
            s_suppkey
        FROM
            supplier
        WHERE
            s_comment LIKE '%Customer%Complaints%'
    )
GROUP BY
    p_brand,
    p_type,
    p_size
ORDER BY
    p_type DESC, -- Changed ORDER BY to p_type DESC
    supplier_cnt DESC,
    p_brand,
    p_size",4.1,3.1,Sort,False,26072.27,26134.25,24794,40,128.186,129.568,41269,41269,1000000,3
122,"-- Query 6: Change the ORDER BY to p_type DESC
SELECT
    p_brand,
    p_type,
    p_size,
    COUNT(DISTINCT ps_suppkey) AS supplier_cnt
FROM
    partsupp,
    part
WHERE
    p_partkey = ps_partkey
    AND p_brand <> 'Brand#34'
    AND p_type NOT LIKE 'TYPE%'
    AND p_size IN (1, 2, 3, 4, 5, 6, 7, 8)
    AND ps_suppkey NOT IN (
        SELECT
            s_suppkey
        FROM
            supplier
        WHERE
            s_comment LIKE '%Customer%Complaints%'
    )
GROUP BY
    p_brand,
    p_type,
    p_size
ORDER BY
    p_type DESC, -- Changed ORDER BY to p_type DESC
    supplier_cnt DESC,
    p_brand,
    p_size",5.1,4.1,Hash Join,True,6720.64,24262.59,24794,40,13.573,61.073,276882,41269,1000000,3
122,"-- Query 6: Change the ORDER BY to p_type DESC
SELECT
    p_brand,
    p_type,
    p_size,
    COUNT(DISTINCT ps_suppkey) AS supplier_cnt
FROM
    partsupp,
    part
WHERE
    p_partkey = ps_partkey
    AND p_brand <> 'Brand#34'
    AND p_type NOT LIKE 'TYPE%'
    AND p_size IN (1, 2, 3, 4, 5, 6, 7, 8)
    AND ps_suppkey NOT IN (
        SELECT
            s_suppkey
        FROM
            supplier
        WHERE
            s_comment LIKE '%Customer%Complaints%'
    )
GROUP BY
    p_brand,
    p_type,
    p_size
ORDER BY
    p_type DESC, -- Changed ORDER BY to p_type DESC
    supplier_cnt DESC,
    p_brand,
    p_size",6.1,5.1,Index Only Scan,True,348.43,17452.87,166667,8,1.381,31.11,4,266560,1000000,3
